Datetime,Open,High,Low,Close,Volume
2020-08-15 16:00:00+00:00,11851.98,11901.42,11810.5,11854.04,2122.310375
2020-08-15 17:00:00+00:00,11854.04,11887.26,11850.87,11857.03,1366.139701
2020-08-15 18:00:00+00:00,11856.94,11890.0,11851.94,11879.26,1146.238479
2020-08-15 19:00:00+00:00,11879.27,11888.98,11831.65,11837.11,1517.654214
2020-08-15 20:00:00+00:00,11837.1,11873.39,11830.87,11860.98,1396.331256
2020-08-15 21:00:00+00:00,11860.92,11977.0,11745.0,11894.61,4566.090949
2020-08-15 22:00:00+00:00,11893.76,11972.0,11836.54,11858.77,3015.859743
2020-08-15 23:00:00+00:00,11858.77,11883.33,11805.23,11852.4,1754.477576
2020-08-16 00:00:00+00:00,11852.4,11869.8,11787.38,11811.51,1576.839712
2020-08-16 01:00:00+00:00,11811.51,11893.17,11768.78,11890.57,1806.824777
2020-08-16 02:00:00+00:00,11890.65,11890.67,11837.51,11869.08,1156.645371
2020-08-16 03:00:00+00:00,11869.08,11930.0,11867.2,11928.99,1737.799851
2020-08-16 04:00:00+00:00,11928.99,11931.72,11872.73,11893.37,1675.490408
2020-08-16 05:00:00+00:00,11893.82,11927.81,11881.81,11900.04,1273.023778
2020-08-16 06:00:00+00:00,11900.04,11914.33,11862.5,11887.77,1341.208261
2020-08-16 07:00:00+00:00,11887.78,11897.8,11853.09,11858.89,1443.035379
2020-08-16 08:00:00+00:00,11858.89,11874.4,11809.0,11843.73,1808.279884
2020-08-16 09:00:00+00:00,11843.74,11884.72,11811.88,11875.41,1517.80974
2020-08-16 10:00:00+00:00,11875.41,11885.44,11755.0,11789.83,2807.470092
2020-08-16 11:00:00+00:00,11789.83,11799.99,11723.19,11750.65,2501.546513
2020-08-16 12:00:00+00:00,11750.65,11793.0,11686.0,11770.71,3673.287417
2020-08-16 13:00:00+00:00,11771.05,11823.0,11756.73,11818.37,1712.708792
2020-08-16 14:00:00+00:00,11818.37,11844.0,11785.3,11808.24,1614.310853
2020-08-16 15:00:00+00:00,11808.24,11877.05,11794.43,11859.91,2062.088103
2020-08-16 16:00:00+00:00,11859.91,11898.88,11851.0,11864.74,2173.381985
2020-08-16 17:00:00+00:00,11864.68,11874.6,11825.74,11833.24,1305.054985
2020-08-16 18:00:00+00:00,11833.24,11842.37,11801.31,11832.0,1059.781598
2020-08-16 19:00:00+00:00,11832.0,11859.27,11812.01,11818.3,1137.706193
2020-08-16 20:00:00+00:00,11818.11,11863.56,11790.03,11842.87,1352.955386
2020-08-16 21:00:00+00:00,11842.86,11890.0,11836.62,11854.75,1563.80375
2020-08-16 22:00:00+00:00,11854.74,11908.69,11830.35,11907.15,1627.71955
2020-08-16 23:00:00+00:00,11907.16,11916.16,11866.14,11911.0,1439.464528
2020-08-17 00:00:00+00:00,11910.99,11933.15,11801.0,11845.31,2488.440228
2020-08-17 01:00:00+00:00,11845.31,11849.6,11781.25,11843.63,1307.139321
2020-08-17 02:00:00+00:00,11843.68,11868.0,11769.78,11860.27,1539.784049
2020-08-17 03:00:00+00:00,11860.26,11872.82,11837.48,11844.71,1295.923737
2020-08-17 04:00:00+00:00,11844.72,11858.91,11802.35,11809.38,1454.171816
2020-08-17 05:00:00+00:00,11809.39,11836.9,11790.0,11800.01,1688.936106
2020-08-17 06:00:00+00:00,11800.0,11846.74,11785.23,11806.37,1635.289058
2020-08-17 07:00:00+00:00,11806.37,11843.01,11792.32,11807.21,1920.515487
2020-08-17 08:00:00+00:00,11806.94,11885.0,11806.91,11868.77,2363.726445
2020-08-17 09:00:00+00:00,11868.97,11890.0,11850.0,11856.31,2230.740279
2020-08-17 10:00:00+00:00,11856.31,11899.0,11850.0,11860.84,2121.748005
2020-08-17 11:00:00+00:00,11860.83,11920.0,11856.64,11908.65,2543.283358
2020-08-17 12:00:00+00:00,11908.67,11918.0,11859.92,11880.9,2976.841019
2020-08-17 13:00:00+00:00,11880.9,12197.99,11780.0,12119.5,13856.820044
2020-08-17 14:00:00+00:00,12119.5,12193.55,12091.08,12165.1,7423.036324
2020-08-17 15:00:00+00:00,12165.1,12455.0,12129.87,12421.55,10686.299089
2020-08-17 16:00:00+00:00,12421.84,12468.0,12286.0,12363.36,6854.398796
2020-08-17 17:00:00+00:00,12363.36,12410.0,12315.0,12365.06,3752.894561
2020-08-17 18:00:00+00:00,12365.42,12386.85,12263.04,12306.64,3357.99092
2020-08-17 19:00:00+00:00,12306.64,12341.0,12262.78,12328.53,2474.262349
